shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
540034,51.141864,-114.161035,280019,9.692
540034,51.141771,-114.160925,280020,9.705
540034,51.141703,-114.160833,280021,9.715
540034,51.141678,-114.160796,280022,9.719
540034,51.141678,-114.160796,290001,9.719
540034,51.141645,-114.160744,290002,9.724
540034,51.141589,-114.160652,290003,9.733
540034,51.141523,-114.160521,290004,9.745
540034,51.141451,-114.160370,290005,9.758
540034,51.141409,-114.160259,290006,9.767
540034,51.141349,-114.160093,290007,9.780
540034,51.141289,-114.159841,290008,9.799
540034,51.141233,-114.159551,290009,9.820
540034,51.141166,-114.159196,290010,9.846
540034,51.141133,-114.159031,290011,9.858
540034,51.141068,-114.158698,290012,9.883
540034,51.141046,-114.158589,290013,9.891
540034,51.141019,-114.158447,290014,9.901
540034,51.140992,-114.158339,290015,9.909
540034,51.140936,-114.158145,290016,9.924
540034,51.140876,-114.157984,290017,9.937
540034,51.140826,-114.157873,290018,9.947
540034,51.140773,-114.157775,290019,9.956
540034,51.140704,-114.157659,290020,9.967
540034,51.140648,-114.157575,290021,9.976
540034,51.140592,-114.157501,290022,9.984
540034,51.140522,-114.157423,290023,9.993
540034,51.140460,-114.157359,290024,10.002
540034,51.140396,-114.157303,290025,10.010
540034,51.140315,-114.157245,290026,10.020
540034,51.140230,-114.157192,290027,10.030
540034,51.140156,-114.157158,290028,10.038
540034,51.140127,-114.157145,290029,10.042
540034,51.140060,-114.157125,290030,10.049
540034,51.140026,-114.157114,290031,10.053
540034,51.139924,-114.157098,290032,10.065
540034,51.139876,-114.157094,290033,10.070
540034,51.139799,-114.157095,290034,10.079
540034,51.139636,-114.157094,290035,10.097
540034,51.139531,-114.157095,290036,10.108
540034,51.139531,-114.157095,300001,10.108
540034,51.138966,-114.157095,300002,10.171
540034,51.138837,-114.157095,300003,10.185
540034,51.138716,-114.157095,300004,10.199
540034,51.138484,-114.157095,300005,10.225
540034,51.138181,-114.157093,300006,10.258
540034,51.138052,-114.157096,300007,10.273
540034,51.137854,-114.157098,300008,10.295
540034,51.137854,-114.157098,310001,10.295
540034,51.137722,-114.157099,310002,10.309
540034,51.137517,-114.157096,310003,10.332
540034,51.137352,-114.157097,310004,10.351
540034,51.137263,-114.157096,310005,10.360
540034,51.136540,-114.157100,310006,10.441
540034,51.136354,-114.157108,310007,10.461
540034,51.136179,-114.157134,310008,10.481
540034,51.136087,-114.157153,310009,10.491
540034,51.136014,-114.157172,310010,10.500
540034,51.136014,-114.157172,320001,10.500
540034,51.135977,-114.157182,320002,10.504
540034,51.135903,-114.157208,320003,10.512
540034,51.135852,-114.157232,320004,10.518
540034,51.135777,-114.157263,320005,10.527
540034,51.135681,-114.157300,320006,10.538
540034,51.135524,-114.157361,320007,10.556
540034,51.135373,-114.157425,320008,10.573
540034,51.135237,-114.157492,320009,10.589
540034,51.135142,-114.157532,320010,10.600
540034,51.135072,-114.157562,320011,10.608
540034,51.134727,-114.157720,320012,10.648
540034,51.134552,-114.157800,320013,10.668
540034,51.134431,-114.157859,320014,10.682
540034,51.134244,-114.157939,320015,10.704
540034,51.134079,-114.158005,320016,10.723
540034,51.134015,-114.158028,320017,10.730
540034,51.133780,-114.158104,320018,10.757
540034,51.133564,-114.158159,320019,10.781
540034,51.133399,-114.158195,320020,10.800
540034,51.133374,-114.158199,320021,10.802
540034,51.133311,-114.158210,320022,10.809
540034,51.133110,-114.158240,320023,10.832
540034,51.132902,-114.158260,320024,10.855
540034,51.132727,-114.158269,320025,10.874
540034,51.132513,-114.158268,320026,10.898
540034,51.132481,-114.158267,320027,10.902
540034,51.132286,-114.158255,320028,10.924
540034,51.132161,-114.158244,320029,10.937
540034,51.132104,-114.158236,320030,10.944
540034,51.132104,-114.158236,330001,10.944
540034,51.131908,-114.158207,330002,10.966
540034,51.131717,-114.158167,330003,10.987
540034,51.131686,-114.158160,330004,10.991
540034,51.131500,-114.158113,330005,11.012
540034,51.131280,-114.158045,330006,11.037
540034,51.131070,-114.157968,330007,11.061
540034,51.130916,-114.157904,330008,11.078
540034,51.130767,-114.157835,330009,11.096
540034,51.130605,-114.157755,330010,11.114
540034,51.130564,-114.157732,330011,11.119
540034,51.130387,-114.157631,330012,11.140
540034,51.130234,-114.157537,330013,11.159
540034,51.130151,-114.157484,330014,11.168
540034,51.130013,-114.157389,330015,11.185
540034,51.129836,-114.157260,330016,11.207
540034,51.129652,-114.157113,330017,11.230
540034,51.129531,-114.157010,330018,11.245
540034,51.129442,-114.156931,330019,11.256
540034,51.129241,-114.156744,330020,11.282
540034,51.129037,-114.156533,330021,11.309
540034,51.128972,-114.156464,330022,11.318
540034,51.128793,-114.156259,330023,11.343
540034,51.128626,-114.156055,330024,11.366
540034,51.128560,-114.155972,330025,11.376
540034,51.128545,-114.155952,330026,11.378
540034,51.128545,-114.155952,340001,11.378
540034,51.128296,-114.155611,340002,11.414
540034,51.127947,-114.155114,340003,11.466
540034,51.127728,-114.154797,340004,11.499
540034,51.127703,-114.154758,340005,11.503
540034,51.127590,-114.154975,340006,11.523
540034,51.127488,-114.155127,340007,11.539
540034,51.127441,-114.155196,340008,11.546
540034,51.127380,-114.155276,340009,11.555
540034,51.127343,-114.155317,340010,11.560
540034,51.127292,-114.155364,340011,11.566
540034,51.127265,-114.155387,340012,11.569
540034,51.127225,-114.155417,340013,11.574
540034,51.127172,-114.155450,340014,11.581
540034,51.127117,-114.155476,340015,11.587
540034,51.127063,-114.155498,340016,11.593
540034,51.127001,-114.155513,340017,11.600
540034,51.126950,-114.155521,340018,11.606
540034,51.126909,-114.155523,340019,11.611
540034,51.126876,-114.155522,340020,11.614
540034,51.126805,-114.155514,340021,11.622
540034,51.126471,-114.155443,340022,11.660
540034,51.126228,-114.155391,340023,11.687
540034,51.126063,-114.155369,340024,11.705
540034,51.125872,-114.155327,340025,11.727
540034,51.125742,-114.155313,340026,11.741
540034,51.125608,-114.155347,340027,11.756
540034,51.125608,-114.155347,350001,11.756
540034,51.125581,-114.155353,350002,11.759
540034,51.125191,-114.155642,350003,11.807
540034,51.125028,-114.155803,350004,11.829
540034,51.124582,-114.156248,350005,11.887
540034,51.124431,-114.156392,350006,11.907
540034,51.124291,-114.156493,350007,11.924
540034,51.124155,-114.156579,350008,11.940
540034,51.123779,-114.156776,350009,11.984
540034,51.123412,-114.156967,350010,12.027
540034,51.123028,-114.157163,350011,12.072
540034,51.122608,-114.157374,350012,12.121
540034,51.122041,-114.157658,350013,12.187
540034,51.121903,-114.157750,350014,12.204
540034,51.121799,-114.157841,350015,12.217
540034,51.121799,-114.157841,360001,12.217
540034,51.121741,-114.157890,360002,12.224
540034,51.121615,-114.158018,360003,12.241
540034,51.121474,-114.158193,360004,12.261
540034,51.121094,-114.158755,360005,12.319
540034,51.120993,-114.158900,360006,12.334
540034,51.120869,-114.159040,360007,12.351
540034,51.120720,-114.159146,360008,12.369
540034,51.120556,-114.159219,360009,12.388
540034,51.120400,-114.159240,360010,12.405
540034,51.120241,-114.159227,360011,12.423
540034,51.120080,-114.159170,360012,12.441
540034,51.119925,-114.159078,360013,12.460
540034,51.119801,-114.158954,360014,12.476
540034,51.119397,-114.158582,360015,12.528
540034,51.119397,-114.158582,370001,12.528
540034,51.119102,-114.158310,370002,12.566
540034,51.118965,-114.158122,370003,12.586
540034,51.118839,-114.157883,370004,12.608
540034,51.118725,-114.157613,370005,12.630
540034,51.118653,-114.157327,370006,12.652
540034,51.118613,-114.157098,370007,12.669
540034,51.118604,-114.157046,370008,12.672
540034,51.118590,-114.156793,370009,12.690
540034,51.118597,-114.156560,370010,12.707
540034,51.118594,-114.156506,370011,12.710
540034,51.118598,-114.156430,370012,12.716
540034,51.118605,-114.156369,370013,12.720
540034,51.118588,-114.156329,370014,12.723
540034,51.118578,-114.156281,370015,12.727
540034,51.118571,-114.156220,370016,12.731
540034,51.118589,-114.156000,370017,12.747
540034,51.118612,-114.155756,370018,12.764
540034,51.118633,-114.155567,370019,12.777
540034,51.118640,-114.155518,370020,12.781
540034,51.118586,-114.155473,370021,12.788
540034,51.118455,-114.155357,370022,12.804
540034,51.118375,-114.155280,370023,12.815
540034,51.118330,-114.155232,370024,12.821
540034,51.118330,-114.155232,380001,12.821
540034,51.118314,-114.155215,380002,12.823
540034,51.118229,-114.155116,380003,12.835
540034,51.118073,-114.154912,380004,12.857
540034,51.117998,-114.154800,380005,12.868
540034,51.117694,-114.154326,380006,12.916
540034,51.117544,-114.154100,380007,12.939
540034,51.117467,-114.153994,380008,12.950
540034,51.117403,-114.153917,380009,12.959
540034,51.117333,-114.153841,380010,12.969
540034,51.117258,-114.153767,380011,12.979
540034,51.117181,-114.153700,380012,12.988
540034,51.117127,-114.153661,380013,12.995
540034,51.117069,-114.153624,380014,13.002
540034,51.117006,-114.153591,380015,13.009
540034,51.116980,-114.153574,380016,13.012
540034,51.116918,-114.153552,380017,13.019
540034,51.116878,-114.153537,380018,13.024
540034,51.116749,-114.153505,380019,13.039
540034,51.116673,-114.153497,380020,13.047
540034,51.116606,-114.153495,380021,13.054
540034,51.116526,-114.153502,380022,13.063
540034,51.116438,-114.153513,380023,13.073
540034,51.116320,-114.153549,380024,13.087
540034,51.116193,-114.153605,380025,13.101
540034,51.116118,-114.153646,380026,13.110
540034,51.116017,-114.153715,380027,13.122
540034,51.115929,-114.153790,380028,13.133
540034,51.115924,-114.153792,380029,13.134
540034,51.115867,-114.153844,380030,13.141
540034,51.115791,-114.153926,380031,13.151
540034,51.115633,-114.154091,380032,13.172
540034,51.115396,-114.154349,380033,13.204
540034,51.115258,-114.154492,380034,13.223
540034,51.115162,-114.154593,380035,13.236
540034,51.115065,-114.154699,380036,13.249
540034,51.114973,-114.154793,380037,13.261
540034,51.114792,-114.154989,380038,13.285
540034,51.114727,-114.155056,380039,13.294
540034,51.114590,-114.155204,380040,13.312
540034,51.113471,-114.156389,380041,13.462
540034,51.113400,-114.156469,380042,13.472
540034,51.113239,-114.156635,380043,13.493
540034,51.113195,-114.156682,380044,13.499
540034,51.113195,-114.156682,390001,13.499
540034,51.111849,-114.158115,390002,13.679
540034,51.111428,-114.158559,390003,13.735
540034,51.111282,-114.158718,390004,13.755
540034,51.111172,-114.158832,390005,13.770
540034,51.111146,-114.158858,390006,13.773
540034,51.111098,-114.158912,390007,13.780
540034,51.110928,-114.159089,390008,13.802
540034,51.110876,-114.159145,390009,13.809
540034,51.110876,-114.159145,400001,13.809
540034,51.110831,-114.159193,400002,13.815
540034,51.110654,-114.159380,400003,13.839
540034,51.110446,-114.159604,400004,13.867
540034,51.110036,-114.160038,400005,13.921
540034,51.109251,-114.160875,400006,14.027
540034,51.108976,-114.161165,400007,14.063
540034,51.108768,-114.161386,400008,14.091
540034,51.108339,-114.161844,400009,14.149
540034,51.108256,-114.161930,400010,14.160
540034,51.108089,-114.162108,400011,14.182
540034,51.108032,-114.162167,400012,14.190
540034,51.107933,-114.162270,400013,14.203
540034,51.107858,-114.162090,400014,14.218
540034,51.107702,-114.161720,400015,14.249
540034,51.107492,-114.161221,400016,14.291
540034,51.107492,-114.161221,410001,14.291
540034,51.107368,-114.160927,410002,14.316
540034,51.106950,-114.159934,410003,14.400
540034,51.106733,-114.159420,410004,14.443
540034,51.106520,-114.158915,410005,14.486
540034,51.106474,-114.158805,410006,14.495
540034,51.106262,-114.158299,410007,14.537
540034,51.106262,-114.158299,420001,14.537
540034,51.106164,-114.158066,420002,14.557
540034,51.106077,-114.157863,420003,14.574
540034,51.105869,-114.157367,420004,14.616
540034,51.105843,-114.157306,420005,14.621
540034,51.105647,-114.156840,420006,14.661
540034,51.105474,-114.156679,420007,14.683
540034,51.105442,-114.156661,420008,14.687
540034,51.105410,-114.156650,420009,14.690
540034,51.105377,-114.156649,420010,14.694
540034,51.105348,-114.156652,420011,14.697
540034,51.105306,-114.156670,420012,14.702
540034,51.105297,-114.156678,420013,14.703
540034,51.105159,-114.156824,420014,14.722
540034,51.105132,-114.156845,420015,14.725
540034,51.105099,-114.156862,420016,14.729
540034,51.105048,-114.156873,420017,14.734
540034,51.105033,-114.156877,420018,14.736
540034,51.104851,-114.157061,420019,14.760
540034,51.104664,-114.157250,420020,14.785
540034,51.104547,-114.157360,420021,14.800
540034,51.104270,-114.157653,420022,14.837
540034,51.104213,-114.157672,420023,14.843
540034,51.104161,-114.157718,420024,14.850
540034,51.104107,-114.157773,420025,14.857
540034,51.104093,-114.157785,420026,14.859
540034,51.104038,-114.157854,420027,14.867
540034,51.103996,-114.157918,420028,14.873
540034,51.104128,-114.158417,420029,14.911
540034,51.104136,-114.158481,420030,14.915
540034,51.104135,-114.158547,420031,14.920
540034,51.104131,-114.158587,420032,14.923
540034,51.104117,-114.158649,420033,14.928
540034,51.104086,-114.158724,420034,14.934
540034,51.104067,-114.158752,420035,14.937
540034,51.104026,-114.158798,420036,14.942
540034,51.103862,-114.158949,420037,14.963
540034,51.103795,-114.159012,420038,14.972
540034,51.103751,-114.159045,420039,14.977
540034,51.103733,-114.159053,420040,14.980
540034,51.103692,-114.159061,420041,14.984
540034,51.103646,-114.159054,420042,14.989
540034,51.103623,-114.159045,420043,14.992
540034,51.103585,-114.159015,420044,14.997
540034,51.103567,-114.158996,420045,14.999
540034,51.103547,-114.158967,420046,15.002
540034,51.103497,-114.158876,420047,15.011
540034,51.103482,-114.158840,420048,15.014
540034,51.103469,-114.158802,420049,15.017
540034,51.103462,-114.158768,420050,15.019
540035,51.127639,-114.144921,10001,0.000
540035,51.128094,-114.145013,10002,0.051
540035,51.128161,-114.145029,10003,0.059
540035,51.128219,-114.145048,10004,0.065
540035,51.128289,-114.145075,10005,0.073
540035,51.128339,-114.145099,10006,0.079
540035,51.128437,-114.145156,10007,0.091
540035,51.128507,-114.145204,10008,0.099
540035,51.128590,-114.145272,10009,0.109
540035,51.128670,-114.145349,10010,0.120
540035,51.128747,-114.145436,10011,0.130
540035,51.128807,-114.145510,10012,0.139
540035,51.128875,-114.145608,10013,0.149
540035,51.128927,-114.145690,10014,0.157
540035,51.128977,-114.145779,10015,0.166
540035,51.129025,-114.145870,10016,0.174
540035,51.129132,-114.146088,10017,0.193
540035,51.129186,-114.146192,10018,0.203
540035,51.129386,-114.146585,10019,0.238
540035,51.129411,-114.146654,10020,0.243
540035,51.129427,-114.146704,10021,0.247
540035,51.129459,-114.146835,10022,0.257
540035,51.129481,-114.146880,10023,0.261
540035,51.129481,-114.146880,20001,0.261
540035,51.129661,-114.147245,20002,0.294
540035,51.129689,-114.147297,20003,0.298
540035,51.129751,-114.147398,20004,0.308
540035,51.129782,-114.147444,20005,0.313
540035,51.129836,-114.147521,20006,0.321
540035,51.129899,-114.147597,20007,0.330
540035,51.129964,-114.147669,20008,0.339
540035,51.130042,-114.147740,20009,0.349
540035,51.130106,-114.147795,20010,0.357
540035,51.130187,-114.147853,20011,0.367
540035,51.130283,-114.147905,20012,0.378
540035,51.130392,-114.147953,20013,0.391
540035,51.130427,-114.147964,20014,0.394
540035,51.130516,-114.147988,20015,0.405
540035,51.130593,-114.148001,20016,0.413
540035,51.130690,-114.148006,20017,0.424
540035,51.131132,-114.148006,20018,0.473
540035,51.131132,-114.148006,30001,0.473
540035,51.131347,-114.148006,30002,0.497
540035,51.131449,-114.147945,30003,0.509
540035,51.131483,-114.147933,30004,0.513
540035,51.131508,-114.147927,30005,0.516
540035,51.131577,-114.147924,30006,0.523
540035,51.131862,-114.147924,30007,0.555
540035,51.131863,-114.147632,30008,0.576
540035,51.131862,-114.147395,30009,0.592
540035,51.131863,-114.146962,30010,0.622
540035,51.131862,-114.146640,30011,0.645
540035,51.131863,-114.146467,30012,0.657
540035,51.131873,-114.146073,30013,0.685
540035,51.131884,-114.145767,30014,0.706
540035,51.131900,-114.145478,30015,0.726
540035,51.131947,-114.144696,30016,0.781
540035,51.131947,-114.144696,40001,0.781
540035,51.131985,-114.144051,40002,0.827
540035,51.132000,-114.143865,40003,0.840
540035,51.132027,-114.143675,40004,0.854
540035,51.132045,-114.143581,40005,0.861
540035,51.132063,-114.143493,40006,0.867
540035,51.132082,-114.143413,40007,0.873
540035,51.132108,-114.143313,40008,0.881
540035,51.132133,-114.143232,40009,0.887
540035,51.132161,-114.143148,40010,0.893
540035,51.132199,-114.143045,40011,0.902
540035,51.132230,-114.142971,40012,0.908
540035,51.132289,-114.142842,40013,0.919
540035,51.132358,-114.142711,40014,0.931
540035,51.132582,-114.142315,40015,0.969
540035,51.132688,-114.142123,40016,0.986
540035,51.132877,-114.141764,40017,1.019
540035,51.132937,-114.141647,40018,1.030
540035,51.133066,-114.141391,40019,1.053
540035,51.133174,-114.141168,40020,1.072
540035,51.134100,-114.139221,40021,1.243
540035,51.134154,-114.139108,40022,1.253
540035,51.134279,-114.138852,40023,1.276
540035,51.134434,-114.138511,40024,1.305
540035,51.134434,-114.138511,50001,1.305
540035,51.134475,-114.138421,50002,1.313
540035,51.134552,-114.138227,50003,1.329
540035,51.134634,-114.137988,50004,1.348
540035,51.134681,-114.137833,50005,1.360
540035,51.134719,-114.137696,50006,1.371
540035,51.134757,-114.137539,50007,1.383
540035,51.134790,-114.137388,50008,1.394
540035,51.134817,-114.137244,50009,1.404
540035,51.134844,-114.137080,50010,1.416
540035,51.134871,-114.136890,50011,1.430
540035,51.134889,-114.136706,50012,1.443
540035,51.134902,-114.136537,50013,1.455
540035,51.134911,-114.136394,50014,1.465
540035,51.134916,-114.136224,50015,1.477
540035,51.134916,-114.136047,50016,1.489
540035,51.134918,-114.135816,50017,1.505
540035,51.134914,-114.135609,50018,1.520
540035,51.134902,-114.135396,50019,1.535
540035,51.134881,-114.135158,50020,1.551
540035,51.134859,-114.134984,50021,1.564
540035,51.134831,-114.134785,50022,1.578
540035,51.134796,-114.134593,50023,1.592
540035,51.134759,-114.134431,50024,1.604
540035,51.134702,-114.134221,50025,1.620
540035,51.134663,-114.134068,50026,1.632
540035,51.134767,-114.134002,50027,1.644
540035,51.134891,-114.133912,50028,1.659
540035,51.134999,-114.133828,50029,1.673
540035,51.135070,-114.133767,50030,1.682
540035,51.135070,-114.133767,60001,1.682
540035,51.135184,-114.133668,60002,1.696
540035,51.135241,-114.133615,60003,1.704
540035,51.135302,-114.133552,60004,1.712
540035,51.135352,-114.133508,60005,1.718
540035,51.135423,-114.133436,60006,1.727
540035,51.135635,-114.133199,60007,1.756
540035,51.135736,-114.133074,60008,1.770
540035,51.135809,-114.132979,60009,1.781
540035,51.135865,-114.132906,60010,1.789
540035,51.135947,-114.132792,60011,1.801
540035,51.136025,-114.132678,60012,1.813
540035,51.136110,-114.132549,60013,1.826
540035,51.136197,-114.132410,60014,1.840
540035,51.136352,-114.132139,60015,1.865
540035,51.136422,-114.132009,60016,1.877
540035,51.136512,-114.131832,60017,1.893
540035,51.136549,-114.131752,60018,1.900
540035,51.136596,-114.131654,60019,1.909
540035,51.136681,-114.131462,60020,1.925
540035,51.136725,-114.131357,60021,1.934
540035,51.136739,-114.131319,60022,1.937
540035,51.136739,-114.131319,70001,1.937
540035,51.136817,-114.131119,70002,1.954
540035,51.136912,-114.130858,70003,1.975
540035,51.136969,-114.130690,70004,1.988
540035,51.137013,-114.130547,70005,1.999
540035,51.137418,-114.129265,70006,2.100
540035,51.137528,-114.128916,70007,2.127
540035,51.137569,-114.128791,70008,2.137
540035,51.137655,-114.128551,70009,2.156
540035,51.137753,-114.128298,70010,2.177
540035,51.137863,-114.128039,70011,2.199
540035,51.137923,-114.127901,70012,2.211
540035,51.137974,-114.127778,70013,2.221
540035,51.137990,-114.127735,70014,2.224
540035,51.138062,-114.127810,70015,2.234
540035,51.138072,-114.127822,70016,2.235
540035,51.138148,-114.127913,70017,2.246
540035,51.138227,-114.128015,70018,2.257
540035,51.138297,-114.128120,70019,2.268
540035,51.138318,-114.128154,70020,2.271
540035,51.138318,-114.128154,80001,2.271
540035,51.138369,-114.128234,80002,2.279
540035,51.138447,-114.128370,80003,2.292
540035,51.138514,-114.128499,80004,2.304
540035,51.138565,-114.128615,80005,2.314
540035,51.138619,-114.128742,80006,2.324
540035,51.138673,-114.128883,80007,2.336
540035,51.138720,-114.129030,80008,2.347
540035,51.138887,-114.129613,80009,2.392
540035,51.138910,-114.129704,80010,2.399
540035,51.138949,-114.129842,80011,2.410
540035,51.139076,-114.130292,80012,2.444
540035,51.139086,-114.130324,80013,2.447
540035,51.139086,-114.130324,90001,2.447
540035,51.139111,-114.130405,90002,2.453
540035,51.139186,-114.130605,90003,2.469
540035,51.139223,-114.130690,90004,2.477
540035,51.139308,-114.130862,90005,2.492
540035,51.139407,-114.131029,90006,2.508
540035,51.139476,-114.131129,90007,2.518
540035,51.139529,-114.131199,90008,2.526
540035,51.139641,-114.131325,90009,2.541
540035,51.139684,-114.131369,90010,2.547
540035,51.139751,-114.131429,90011,2.555
540035,51.139834,-114.131497,90012,2.566
540035,51.139889,-114.131537,90013,2.572
540035,51.140000,-114.131606,90014,2.586
540035,51.140049,-114.131634,90015,2.591
540035,51.140343,-114.131814,90016,2.627
540035,51.140455,-114.131883,90017,2.640
540035,51.140656,-114.132005,90018,2.664
540035,51.140855,-114.132127,90019,2.688
540035,51.140911,-114.132160,90020,2.694
540035,51.140974,-114.132189,90021,2.701
540035,51.141028,-114.132208,90022,2.708
540035,51.141086,-114.132224,90023,2.714
540035,51.141169,-114.132236,90024,2.724
540035,51.141232,-114.132238,90025,2.731
540035,51.141282,-114.132234,90026,2.736
540035,51.141344,-114.132224,90027,2.743
540035,51.141410,-114.132207,90028,2.751
540035,51.141469,-114.132184,90029,2.757
540035,51.141523,-114.132157,90030,2.764
540035,51.141598,-114.132113,90031,2.772
540035,51.141631,-114.132086,90032,2.777
540035,51.141673,-114.132058,90033,2.782
540035,51.141989,-114.131787,90034,2.822
540035,51.141989,-114.131787,100001,2.822
540035,51.142452,-114.131391,100002,2.880
540035,51.142935,-114.130980,100003,2.941
540035,51.143038,-114.130894,100004,2.954
540035,51.143077,-114.130867,100005,2.959
540035,51.143146,-114.130827,100006,2.967
540035,51.143185,-114.130809,100007,2.971
540035,51.143235,-114.130790,100008,2.977
540035,51.143293,-114.130774,100009,2.984
540035,51.143338,-114.130766,100010,2.989
540035,51.143418,-114.130761,100011,2.998
540035,51.143492,-114.130767,100012,3.006
540035,51.143562,-114.130783,100013,3.014
540035,51.143615,-114.130801,100014,3.020
540035,51.143678,-114.130828,100015,3.027
540035,51.143736,-114.130859,100016,3.034
540035,51.143828,-114.130928,100017,3.045
540035,51.143833,-114.130932,100018,3.046
540035,51.143833,-114.130932,110001,3.046
540035,51.143920,-114.131021,110002,3.057
540035,51.143965,-114.131075,110003,3.064
540035,51.143996,-114.131117,110004,3.068
540035,51.144027,-114.131165,110005,3.073
540035,51.144060,-114.131221,110006,3.078
540035,51.144094,-114.131283,110007,3.084
540035,51.144137,-114.131376,110008,3.092
540035,51.144171,-114.131463,110009,3.099
540035,51.144185,-114.131502,110010,3.103
540035,51.144274,-114.131841,110011,3.128
540035,51.144515,-114.132569,110012,3.186
540035,51.144612,-114.132859,110013,3.209
540035,51.144671,-114.133040,110014,3.223
540035,51.144689,-114.133108,110015,3.228
540035,51.144719,-114.133240,110016,3.238
540035,51.144733,-114.133321,110017,3.244
540035,51.144744,-114.133390,110018,3.249
540035,51.144759,-114.133565,110019,3.261
540035,51.144764,-114.133725,110020,3.272
540035,51.144757,-114.133914,110021,3.286
540035,51.144733,-114.134499,110022,3.327
540035,51.144733,-114.134499,120001,3.327
540035,51.144700,-114.135351,120002,3.386
540035,51.144676,-114.135931,120003,3.427
540035,51.144676,-114.136020,120004,3.433
540035,51.144681,-114.136160,120005,3.443
540035,51.144692,-114.136368,120006,3.458
540035,51.144702,-114.136477,120007,3.466
540035,51.144715,-114.136592,120008,3.474
540035,51.144761,-114.137013,120009,3.504
540035,51.144761,-114.137013,130001,3.504
540035,51.144807,-114.137443,130002,3.534
540035,51.144841,-114.137734,130003,3.555
540035,51.144880,-114.137985,130004,3.573
540035,51.144932,-114.138243,130005,3.592
540035,51.144961,-114.138366,130006,3.601
540035,51.145002,-114.138519,130007,3.613
540035,51.145039,-114.138649,130008,3.623
540035,51.145073,-114.138754,130009,3.631
540035,51.145140,-114.138946,130010,3.646
540035,51.145169,-114.139021,130011,3.653
540035,51.145250,-114.139212,130012,3.669
540035,51.145296,-114.139312,130013,3.677
540035,51.145336,-114.139395,130014,3.685
540035,51.145397,-114.139512,130015,3.695
540035,51.145518,-114.139720,130016,3.715
540035,51.145582,-114.139816,130017,3.725
540035,51.145685,-114.139961,130018,3.740
540035,51.145685,-114.139961,140001,3.740
540035,51.145693,-114.139972,140002,3.742
540035,51.146756,-114.141375,140003,3.895
540035,51.146823,-114.141467,140004,3.905
540035,51.146880,-114.141551,140005,3.914
540035,51.146997,-114.141739,140006,3.932
540035,51.147123,-114.141959,140007,3.953
540035,51.147239,-114.142189,140008,3.974
540035,51.147280,-114.142277,140009,3.981
540035,51.147809,-114.143488,140010,4.085
540035,51.147866,-114.143618,140011,4.096
540035,51.148077,-114.144096,140012,4.136
540035,51.148077,-114.144096,150001,4.136
540035,51.148361,-114.144742,150002,4.192
540035,51.148436,-114.144948,150003,4.208
540035,51.148499,-114.145169,150004,4.225
540035,51.148526,-114.145293,150005,4.234
540035,51.148552,-114.145421,150006,4.244
540035,51.148570,-114.145543,150007,4.253
540035,51.148590,-114.145701,150008,4.264
540035,51.148604,-114.145959,150009,4.282
540035,51.148606,-114.146107,150010,4.292
540035,51.148602,-114.146243,150011,4.302
540035,51.148600,-114.146278,150012,4.304
540035,51.148595,-114.146390,150013,4.312
540035,51.148570,-114.146593,150014,4.327
540035,51.148553,-114.146704,150015,4.335
540035,51.148515,-114.146891,150016,4.348
540035,51.148461,-114.147099,150017,4.364
540035,51.148388,-114.147316,150018,4.381
540035,51.148099,-114.148122,150019,4.446
540035,51.147712,-114.149200,150020,4.533
540035,51.147578,-114.149577,150021,4.563
540035,51.147550,-114.149650,150022,4.569
540035,51.147493,-114.149783,150023,4.580
540035,51.147428,-114.149911,150024,4.592
540035,51.147387,-114.149976,150025,4.598
540035,51.147371,-114.150005,150026,4.601
540035,51.147316,-114.150085,150027,4.609
540035,51.147235,-114.150190,150028,4.621
540035,51.147179,-114.150254,150029,4.629
540035,51.147069,-114.150358,150030,4.643
540035,51.147021,-114.150395,150031,4.649
540035,51.146949,-114.150444,150032,4.658
540035,51.146876,-114.150487,150033,4.666
540035,51.146775,-114.150532,150034,4.678
540035,51.146488,-114.150640,150035,4.711
540035,51.146439,-114.150658,150036,4.716
540035,51.146439,-114.150658,160001,4.716
540035,51.145565,-114.150991,160002,4.816
540035,51.145475,-114.151078,160003,4.828
540035,51.145424,-114.151114,160004,4.834
540035,51.145386,-114.151135,160005,4.839
540035,51.145281,-114.151177,160006,4.851
540035,51.144566,-114.151423,160007,4.932
540035,51.144450,-114.151462,160008,4.945
540035,51.144323,-114.151507,160009,4.960
540035,51.144173,-114.151557,160010,4.977
540035,51.144228,-114.152339,160011,5.032
540035,51.144228,-114.152339,170001,5.032
540035,51.144300,-114.153355,170002,5.103
540035,51.144310,-114.153509,170003,5.114
540035,51.144435,-114.155276,170004,5.239
540035,51.144444,-114.155431,170005,5.250
540035,51.144509,-114.156354,170006,5.314
540035,51.144509,-114.156354,180001,5.314
540035,51.144515,-114.156440,180002,5.321
540035,51.144529,-114.156607,180003,5.332
540035,51.144572,-114.157245,180004,5.377
540035,51.144584,-114.157506,180005,5.396
540035,51.144591,-114.157866,180006,5.421
540035,51.144591,-114.158058,180007,5.434
540035,51.144587,-114.158537,180008,5.468
540035,51.144587,-114.158697,180009,5.479
540035,51.144585,-114.159334,180010,5.523
540035,51.144579,-114.159500,180011,5.535
